epoch,learning_rate,loss,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
2.94,0.0001984,1.6002,500,1.1337890625,2.1461,1506.934,9.785,,,,,
5.88,0.00039840000000000003,1.0396,1000,1.046875,2.0546,1574.005,10.221,,,,,
8.82,0.0003990560950331089,0.9227,1500,0.95849609375,2.0146,1605.273,10.424,,,,,
11.76,0.0003961952674387664,0.8259,2000,0.921875,2.1045,1536.712,9.979,,,,,
14.71,0.0003914449721677457,0.7535,2500,0.8837890625,1.9842,1629.901,10.584,,,,,
17.65,0.0003848509571602823,0.6971,3000,0.8671875,2.1632,1495.039,9.708,,,,,
20.59,0.0003764952006803837,0.6455,3500,0.85888671875,1.9885,1626.371,10.561,,,,,
23.53,0.0003664247101816793,0.5979,4000,0.841796875,2.0132,1606.39,10.431,,,,,
26.47,0.00035475145874692455,0.5535,4500,0.84033203125,2.0886,1548.378,10.054,,,,,
29.41,0.00034158786616868443,0.5111,5000,0.83349609375,2.0185,1602.187,10.404,,,,,
32.35,0.00032709102926898296,0.4699,5500,0.82958984375,2.0438,1582.38,10.275,,,,,
35.29,0.000311342503726229,0.4303,6000,0.8427734375,2.004,1613.747,10.479,,,,,
38.24,0.000294556294675315,0.3926,6500,0.86181640625,2.0184,1602.266,10.404,,,,,
41.18,0.0002768268372455405,0.3561,7000,0.86865234375,2.0645,1566.47,10.172,,,,,
44.12,0.0002583950552566326,0.3222,7500,0.8759765625,1.9873,1627.366,10.567,,,,,
47.06,0.00023936464143099599,0.2901,8000,0.900390625,1.9466,1661.336,10.788,,,,,
50.0,0.0002199941981544069,0.2591,8500,0.9072265625,1.9574,1652.201,10.729,,,,,
52.94,0.00020039269882936905,0.2309,9000,0.92138671875,2.0311,1592.257,10.339,,,,,
55.88,0.00018082650626526163,0.2049,9500,0.95263671875,2.0795,1555.146,10.098,,,,,
58.82,0.0001614056951024688,0.1809,10000,0.9775390625,1.9865,1628.028,10.572,,,,,
61.76,0.0001423565681936324,0.1597,10500,1.0009765625,2.0745,1558.967,10.123,,,,,
64.71,0.00012386257904419638,0.1401,11000,1.0244140625,1.9783,1634.777,10.615,,,,,
67.65,0.00010613650955799346,0.1226,11500,1.056640625,2.0562,1572.786,10.213,,,,,
70.59,8.927808229053469e-05,0.107,12000,1.0986328125,2.0126,1606.897,10.434,,,,,
73.53,7.351638471998772e-05,0.0939,12500,1.119140625,1.9945,1621.421,10.529,,,,,
76.47,5.894008832325013e-05,0.0827,13000,1.142578125,2.1114,1531.699,9.946,,,,,
79.41,4.574726893085901e-05,0.0734,13500,1.1650390625,2.0634,1567.328,10.177,,,,,
82.35,3.401214613589632e-05,0.065,14000,1.1962890625,2.0149,1605.022,10.422,,,,,
85.29,2.3875577111835813e-05,0.0588,14500,1.2001953125,1.9948,1621.217,10.527,,,,,
88.24,1.545031373529917e-05,0.0538,15000,1.220703125,2.0651,1566.052,10.169,,,,,
91.18,8.783754488810437e-06,0.0503,15500,1.2294921875,2.1214,1524.464,9.899,,,,,
94.12,3.966490577682191e-06,0.048,16000,1.22265625,1.9949,1621.102,10.527,,,,,
97.06,1.0256227570008215e-06,0.0466,16500,1.2197265625,1.9716,1640.257,10.651,,,,,
100.0,1.114184774841931e-09,0.0463,17000,1.2177734375,1.9697,1641.848,10.661,6.064675378809537e+18,0.36564916969748107,11884.0942,227.598,1.43
