epoch,learning_rate,loss,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
2.94,0.0001984,3.6181,500,3.279296875,0.6295,5137.645,33.361,,,,,
5.88,0.00039840000000000003,3.1012,1000,2.93359375,0.5986,5402.269,35.08,,,,,
8.82,0.0003990522804412617,2.7759,1500,2.666015625,0.5583,5792.389,37.613,,,,,
11.76,0.0003961876402938533,2.5637,2000,2.515625,0.5738,5636.217,36.599,,,,,
14.71,0.0003914449721677457,2.4274,2500,2.421875,0.5736,5638.372,36.613,,,,,
17.65,0.0003848509571602823,2.3359,3000,2.361328125,0.5442,5942.578,38.588,,,,,
20.59,0.0003764952006803837,2.266,3500,2.294921875,0.6338,5102.477,33.133,,,,,
23.53,0.0003664247101816793,2.2081,4000,2.26171875,0.5831,5546.599,36.017,,,,,
26.47,0.00035477633255004166,2.1616,4500,2.21875,0.5986,5402.59,35.082,,,,,
29.41,0.000341615598724853,2.118,5000,2.177734375,0.6186,5227.786,33.947,,,,,
32.35,0.00032712134859876844,2.0855,5500,2.1484375,0.5464,5918.918,38.435,,,,,
35.29,0.00031137512329763764,2.0524,6000,2.134765625,0.5499,5881.5,38.192,,,,,
38.24,0.00029459089669860015,2.0246,6500,2.103515625,0.5629,5744.829,37.304,,,,,
41.18,0.00027686309277816354,1.997,7000,2.087890625,0.5495,5885.052,38.215,,,,,
44.12,0.0002584326128866821,1.9744,7500,2.068359375,0.6159,5250.942,34.097,,,,,
47.06,0.0002394031424212773,1.9531,8000,2.052734375,0.5682,5692.053,36.961,,,,,
50.0,0.00022003327094849775,1.9312,8500,2.05078125,0.61,5301.29,34.424,,,,,
52.94,0.00020043196865401783,1.9118,9000,2.037109375,0.5589,5786.293,37.573,,,,,
55.88,0.0001808655956697884,1.8947,9500,2.0078125,0.5632,5742.314,37.288,,,,,
58.82,0.00016144422765119323,1.8759,10000,1.9970703125,0.6933,4664.408,30.288,,,,,
61.76,0.0001424317796213456,1.8625,10500,1.98828125,0.609,5310.364,34.483,,,,,
64.71,0.0001239352109885643,1.8459,11000,1.982421875,0.562,5754.006,37.364,,,,,
67.65,0.00010620586976981504,1.834,11500,1.9736328125,0.556,5816.844,37.772,,,,,
70.59,8.934349692658066e-05,1.8235,12000,1.9541015625,0.5172,6253.258,40.606,,,,,
73.53,7.357723355306245e-05,1.8095,12500,1.9609375,0.5737,5636.831,36.603,,,,,
76.47,5.8995776812254834e-05,1.8015,13000,1.953125,0.6309,5126.131,33.287,,,,,
79.41,4.5797272658093324e-05,1.7906,13500,1.9453125,0.5855,5523.226,35.865,,,,,
82.35,3.4055972664746846e-05,1.785,14000,1.9365234375,0.5816,5560.913,36.11,,,,,
85.29,2.3912804368871712e-05,1.7812,14500,1.939453125,0.5577,5798.892,37.655,,,,,
88.24,1.5480597431041576e-05,1.7728,15000,1.9287109375,0.5587,5788.57,37.588,,,,,
91.18,8.80678939656754e-06,1.7684,15500,1.9296875,0.5468,5914.662,38.407,,,,,
94.12,3.982069973815494e-06,1.7693,16000,1.935546875,0.5568,5808.686,37.719,,,,,
97.06,1.0335818607667414e-06,1.7664,16500,1.9267578125,0.5704,5669.786,36.817,,,,,
100.0,1.391766818947815e-09,1.7668,17000,1.9306640625,0.7557,4279.3,27.788,7.208949906826854e+16,2.072173095703125,893.078,3028.627,19.035
